6,3,9,5,88.6,69.7,706.8,5.8,20.6,37,1.8,0,0
6,3,9,7,91.7,75.6,718.3,7.8,17.7,39,3.6,0,0
6,3,9,1,91.8,78.5,724.3,9.2,21.2,32,2.7,0,0
6,3,9,2,90.3,80.7,730.2,6.3,18.2,62,4.5,0,0
6,3,10,2,90.6,35.4,669.1,6.7,21.7,24,4.5,0,0
7,4,10,5,90,41.5,682.6,8.7,11.3,60,5.4,0,0
7,3,10,6,90.6,43.7,686.9,6.7,17.8,27,4,0,0
4,4,3,2,88.1,25.7,67.6,3.8,14.1,43,2.7,0,0
4,4,7,2,79.5,60.6,366.7,1.5,23.3,37,3.1,0,0
4,4,8,6,90.2,96.9,624.2,8.9,18.4,42,6.7,0,0
4,4,8,2,94.8,108.3,647.1,17,16.6,54,5.4,0,0
4,4,9,6,92.5,88,698.6,7.1,19.6,48,2.7,0,0
4,4,9,3,90.1,82.9,735.7,6.2,12.9,74,4.9,0,0
5,6,9,3,94.3,85.1,692.3,15.9,25.9,24,4,0,0
5,6,9,1,90.9,126.5,686.5,7,14.7,70,3.6,0,0
6,6,7,1,94.2,62.3,442.9,11,23,36,3.1,0,0
4,4,3,1,87.2,23.9,64.7,4.1,11.8,35,1.8,0,0
4,4,3,1,87.6,52.2,103.8,5,11,46,5.8,0,0
4,4,9,4,92.9,137,706.4,9.2,20.8,17,1.3,0,0
4,3,8,7,90.2,99.6,631.2,6.3,21.5,34,2.2,0,0
4,3,8,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0,0
4,3,8,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0,0
4,3,8,4,91.7,114.3,661.3,6.3,17.6,45,3.6,0,0
4,3,9,4,92.9,137,706.4,9.2,27.7,24,2.2,0,0
4,3,9,2,90.3,80.7,730.2,6.3,17.8,63,4.9,0,0
4,3,10,7,92.6,46.5,691.8,8.8,13.8,50,2.7,0,0
2,2,2,1,84,9.3,34,2.1,13.9,40,5.4,0,0
2,2,2,5,86.6,13.2,43,5.3,12.3,51,0.9,0,0
2,2,3,7,89.3,51.3,102.2,9.6,11.5,39,5.8,0,0
2,2,3,7,89.3,51.3,102.2,9.6,5.5,59,6.3,0,0
2,2,8,4,93,75.3,466.6,7.7,18.8,35,4.9,0,0
2,2,8,7,90.2,99.6,631.2,6.3,20.8,33,2.7,0,0
2,2,8,1,91.1,103.2,638.8,5.8,23.1,31,3.1,0,0
2,2,8,4,91.7,114.3,661.3,6.3,18.6,44,4.5,0,0
2,2,9,5,92.4,117.9,668,12.2,23,37,4.5,0,0
2,2,9,5,92.4,117.9,668,12.2,19.6,33,5.4,0,0
2,2,9,5,92.4,117.9,668,12.2,19.6,33,6.3,0,0
4,5,3,5,91.7,33.3,77.5,9,17.2,26,4.5,0,0
4,5,3,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0,0
4,5,9,5,94.3,85.1,692.3,15.9,17.7,37,3.6,0,0
5,4,3,5,91.7,33.3,77.5,9,15.6,25,6.3,0,0
5,4,8,2,88.8,147.3,614.5,9,17.3,43,4.5,0,0
5,4,9,5,93.3,141.2,713.9,13.9,27.6,30,1.3,0,0
9,9,2,4,84.2,6.8,26.6,7.7,6.7,79,3.1,0,0
9,9,2,5,86.6,13.2,43,5.3,15.7,43,3.1,0,0
1,3,3,1,87.6,52.2,103.8,5,8.3,72,3.1,0,0
1,2,8,5,90.1,108,529.8,12.5,14.7,66,2.7,0,0
1,2,8,2,91,121.2,561.6,7,21.6,19,6.7,0,0
1,2,8,7,91.4,142.4,601.4,10.6,19.5,39,6.3,0,0
1,2,8,7,90.2,99.6,631.2,6.3,17.9,44,2.2,0,0
1,2,8,2,94.8,108.3,647.1,17,18.6,51,4.5,0,0
1,2,8,3,92.1,111.2,654.1,9.6,16.6,47,0.9,0,0
1,2,8,4,91.7,114.3,661.3,6.3,20.2,45,3.6,0,0
1,2,9,4,92.9,137,706.4,9.2,21.5,15,0.9,0,0
1,2,9,4,92.9,137,706.4,9.2,25.4,27,2.2,0,0
1,2,9,4,92.9,137,706.4,9.2,22.4,34,2.2,0,0
1,2,9,7,93.5,149.3,728.6,8.1,25.3,36,3.6,0,0
6,5,3,6,91.7,35.8,80.8,7.8,17.4,25,4.9,0,0
6,5,8,6,90.2,96.9,624.2,8.9,14.7,59,5.8,0,0
8,6,3,5,91.7,35.8,80.8,7.8,17.4,24,5.4,0,0
8,6,8,7,92.3,85.3,488,14.7,20.8,32,6.3,0,0
8,6,8,7,91.4,142.4,601.4,10.6,18.2,43,4.9,0,0
8,6,8,1,91.1,103.2,638.8,5.8,23.4,22,2.7,0,0
4,4,9,7,89.7,90,704.4,4.8,17.8,64,1.3,0,0
3,4,2,6,83.9,8,30.2,2.6,12.7,48,1.8,0,0
3,4,3,6,69,2.4,15.5,0.7,17.4,24,5.4,0,0
3,4,8,7,91.4,142.4,601.4,10.6,11.6,87,4.5,0,0
3,4,8,7,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0
3,4,8,7,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0
3,4,8,2,88.8,147.3,614.5,9,14.4,66,5.4,0,0
2,4,8,2,94.8,108.3,647.1,17,20.1,40,4,0,0
2,4,9,6,92.5,121.1,674.4,8.6,24.1,29,4.5,0,0
2,4,1,6,82.1,3.7,9.3,2.9,5.3,78,3.1,0,0
4,5,3,5,85.9,19.5,57.3,2.8,12.7,52,6.3,0,0
4,5,3,4,91.4,30.7,74.3,7.5,18.2,29,3.1,0,0
4,5,8,7,90.2,99.6,631.2,6.3,21.4,33,3.1,0,0
4,5,9,6,92.5,88,698.6,7.1,20.3,45,3.1,0,0
4,5,9,1,88.6,91.8,709.9,7.1,17.4,56,5.4,0,0
4,4,3,5,85.9,19.5,57.3,2.8,13.7,43,5.8,0,0
3,4,3,5,91.7,33.3,77.5,9,18.8,18,4.5,0,0
3,4,9,7,89.7,90,704.4,4.8,22.8,39,3.6,0,0
3,4,9,1,91.8,78.5,724.3,9.2,18.9,35,2.7,0,0
3,4,3,2,88.1,25.7,67.6,3.8,15.8,27,7.6,0,0
3,5,3,2,88.1,25.7,67.6,3.8,15.5,27,6.3,0,0
3,4,3,6,91.7,35.8,80.8,7.8,11.6,30,6.3,0,0
3,4,3,6,91.7,35.8,80.8,7.8,15.2,27,4.9,0,0
3,4,3,1,90.1,39.7,86.6,6.2,10.6,30,4,0,0
3,4,8,4,93,75.3,466.6,7.7,19.6,36,3.1,0,0
3,4,8,1,91.5,145.4,608.2,10.7,10.3,74,2.2,0,0
3,4,8,1,91.5,145.4,608.2,10.7,17.1,43,5.4,0,0
3,4,9,7,92.4,124.1,680.7,8.5,22.5,42,5.4,0,0
3,4,9,2,84.4,73.4,671.9,3.2,17.9,45,3.1,0,0
3,4,9,5,94.3,85.1,692.3,15.9,19.8,50,5.4,0,0
3,4,10,7,92.6,46.5,691.8,8.8,20.6,24,5.4,0,0
3,5,3,1,87.6,52.2,103.8,5,9,49,2.2,0,0
3,5,9,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0,0
3,5,10,3,91.4,37.9,673.8,5.2,15.9,46,3.6,0,0
2,5,10,7,92.6,46.5,691.8,8.8,15.4,35,0.9,0,0
4,6,2,6,68.2,21.5,87.2,0.8,15.4,40,2.7,0,0
4,6,3,1,87.2,23.9,64.7,4.1,14,39,3.1,0,0
4,6,3,7,89.3,51.3,102.2,9.6,10.6,46,4.9,0,0
4,6,9,4,93.7,80.9,685.2,17.9,17.6,42,3.1,0,0
3,5,3,2,88.1,25.7,67.6,3.8,14.9,38,2.7,0,0
3,5,8,6,93.5,139.4,594.2,20.3,17.6,52,5.8,0,0
3,6,9,7,92.4,124.1,680.7,8.5,17.2,58,1.3,0,0
3,6,9,1,90.9,126.5,686.5,7,15.6,66,3.1,0,0
9,9,7,2,85.8,48.3,313.4,3.9,18,42,2.7,0,0.36
1,4,9,2,91,129.5,692.6,7,21.7,38,2.2,0,0.43
2,5,9,1,90.9,126.5,686.5,7,21.9,39,1.8,0,0.47
1,2,8,3,95.5,99.9,513.3,13.2,23.3,31,4.5,0,0.55
8,6,8,5,90.1,108,529.8,12.5,21.2,51,8.9,0,0.61
1,2,7,6,90,51.3,296.3,8.7,16.6,53,5.4,0,0.71
2,5,8,3,95.5,99.9,513.3,13.2,23.8,32,5.4,0,0.77
6,5,8,4,95.2,131.7,578.8,10.4,27.4,22,4,0,0.9
5,4,3,1,90.1,39.7,86.6,6.2,13.2,40,5.4,0,0.95
8,3,9,2,84.4,73.4,671.9,3.2,24.2,28,3.6,0,0.96
2,2,8,2,94.8,108.3,647.1,17,17.4,43,6.7,0,1.07
8,6,9,4,93.7,80.9,685.2,17.9,23.7,25,4.5,0,1.12
6,5,6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0,1.19
9,9,7,7,90.1,68.6,355.2,7.2,24.8,29,2.2,0,1.36
3,4,7,6,90.1,51.2,424.1,6.2,24.6,43,1.8,0,1.43
5,4,9,5,94.3,85.1,692.3,15.9,20.1,47,4.9,0,1.46
1,5,9,6,93.4,145.4,721.4,8.1,29.6,27,2.7,0,1.46
7,4,8,7,94.8,108.3,647.1,17,16.4,47,1.3,0,1.56
2,4,9,6,93.4,145.4,721.4,8.1,28.6,27,2.2,0,1.61
2,2,8,3,92.1,111.2,654.1,9.6,18.4,45,3.6,0,1.63
2,4,8,3,92.1,111.2,654.1,9.6,20.5,35,4,0,1.64
7,4,9,5,92.4,117.9,668,12.2,19,34,5.8,0,1.69
7,4,3,1,90.1,39.7,86.6,6.2,16.1,29,3.1,0,1.75
6,4,8,4,95.2,131.7,578.8,10.4,20.3,41,4,0,1.9
6,3,3,6,90.6,50.1,100.4,7.8,15.2,31,8.5,0,1.94
8,6,9,6,92.5,121.1,674.4,8.6,17.8,56,1.8,0,1.95
8,5,9,7,89.7,90,704.4,4.8,17.8,67,2.2,0,2.01
6,5,3,4,84.9,18.2,55,3,5.3,70,4.5,0,2.14
6,5,8,3,92.1,111.2,654.1,9.6,16.6,47,0.9,0,2.29
6,5,8,3,96,127.1,570.5,16.5,23.4,33,4.5,0,2.51
6,5,3,5,91.2,48.3,97.8,12.5,14.6,26,9.4,0,2.53
8,6,8,4,95.2,131.7,578.8,10.4,20.7,45,2.2,0,2.55
5,4,9,3,92.9,133.3,699.6,9.2,21.9,35,1.8,0,2.57
8,6,8,3,85.6,90.4,609.6,6.6,17.4,50,4,0,2.69
7,4,8,7,91.4,142.4,601.4,10.6,20.1,39,5.4,0,2.74
4,4,9,1,90.9,126.5,686.5,7,17.7,39,2.2,0,3.07
1,4,8,6,90.2,96.9,624.2,8.9,14.2,53,1.8,0,3.5
1,4,8,6,90.2,96.9,624.2,8.9,20.3,39,4.9,0,4.53
6,5,4,4,81.5,9.1,55.2,2.7,5.8,54,5.8,0,4.61
2,5,8,7,90.2,99.6,631.2,6.3,19.2,44,2.7,0,4.69
2,5,9,3,90.1,82.9,735.7,6.2,18.3,45,2.2,0,4.88
8,6,8,2,88.8,147.3,614.5,9,14.4,66,5.4,0,5.23
1,3,9,7,92.4,124.1,680.7,8.5,23.9,32,6.7,0,5.33
8,6,10,1,84.9,32.8,664.2,3,19.1,32,4,0,5.44
5,4,2,7,86.8,15.6,48.3,3.9,12.4,53,2.2,0,6.38
7,4,10,1,91.7,48.5,696.1,11.1,16.8,45,4.5,0,6.83
8,6,8,5,93.9,135.7,586.7,15.1,20.8,34,4.9,0,6.96
2,5,9,2,91,129.5,692.6,7,17.6,46,3.1,0,7.04
8,6,3,7,89.3,51.3,102.2,9.6,11.5,39,5.8,0,7.19
1,5,9,1,90.9,126.5,686.5,7,21,42,2.2,0,7.3
6,4,3,6,90.8,41.9,89.4,7.9,13.3,42,0.9,0,7.4
7,4,3,7,90.7,44,92.4,5.5,11.5,60,4,0,8.24
6,5,3,5,91.2,48.3,97.8,12.5,11.7,33,4,0,8.31
2,5,8,4,95.2,131.7,578.8,10.4,24.2,28,2.7,0,8.68
2,2,8,2,94.8,108.3,647.1,17,24.6,22,4.5,0,8.71
4,5,9,3,92.9,133.3,699.6,9.2,24.3,25,4,0,9.41
2,2,8,2,94.8,108.3,647.1,17,24.6,22,4.5,0,10.01
2,5,8,5,93.9,135.7,586.7,15.1,23.5,36,5.4,0,10.02
6,5,4,4,81.5,9.1,55.2,2.7,5.8,54,5.8,0,10.93
4,5,9,4,92.9,137,706.4,9.2,21.5,15,0.9,0,11.06
3,4,9,2,91,129.5,692.6,7,13.9,59,6.3,0,11.24
2,4,9,1,63.5,70.8,665.3,0.8,22.6,38,3.6,0,11.32
1,5,9,2,91,129.5,692.6,7,21.6,33,2.2,0,11.53
6,5,3,7,90.1,37.6,83.7,7.2,12.4,54,3.6,0,12.1
7,4,2,7,83.9,8.7,32.1,2.1,8.8,68,2.2,0,13.05
8,6,10,3,91.4,37.9,673.8,5.2,20.2,37,2.7,0,13.7
5,6,3,6,90.6,50.1,100.4,7.8,15.1,64,4,0,13.99
4,5,9,4,92.9,137,706.4,9.2,22.1,34,1.8,0,14.57
2,2,8,6,93.5,139.4,594.2,20.3,22.9,31,7.2,0,15.45
7,5,9,2,91,129.5,692.6,7,20.7,37,2.2,0,17.2
6,5,9,5,92.4,117.9,668,12.2,19.6,33,6.3,0,19.23
